"dateTime","maxTemp","minTemp","avgTemp","tempDept","relHum","dewPoint","wetBulbTemp","heatDays","coolDays","sunrise","sunset","weatherType","precip","snow","snowDepth","stnPressure","seaPressure","windSpeed","windPeakSpeed","windPeakDir","windSusSpeed","windSusDir"
"2016-08-30T00:00:00",83,69,76,8.3,77,66,68,0,11,602,1915,"TS,RA,BR","0.05","0.0","0",29.2,30.11,5.495,18,260,15,270
"2016-08-31T00:00:00",77,61,69,1.6,72,61,65,0,4,603,1913,"TS,RA,BR,HZ","0.17","0.0","0",29.1,30.02,6.909,19,20,14,50
"2016-09-01T00:00:00",73,56,64,-3.2,71,54,58,1,0,604,1911,"","0.00","0.0","0",29.2,30.15,8.003,23,10,17,10
"2016-09-02T00:00:00",74,51,62,-4.9,70,52,57,3,0,605,1910,"","0.00","0.0","0",29.32,30.26,6.27,19,40,15,60
"2016-09-03T00:00:00",77,49,63,-3.6,72,53,57,2,0,606,1908,"","0.00","0.0","0",29.3,30.24,2.478,13,100,9,140
"2016-09-04T00:00:00",79,50,64,-2.3,68,55,59,1,0,607,1906,"FG,BR","0.00","0.0","0",29.29,30.23,4.171,16,130,13,210
"2016-09-05T00:00:00",85,60,72,6,65,61,66,0,7,608,1905,"","0.00","0.0","0",29.23,30.15,7.725,23,180,18,190
"2016-09-06T00:00:00",90,73,82,16.3,70,70,73,0,17,609,1903,"","0.00","0.0","0",29.15,30.05,10.609,23,240,20,210
"2016-09-07T00:00:00",86,70,78,12.7,82,71,73,0,13,610,1901,"TS,RA,BR","0.23","0.0","0",29.07,29.97,5.384,21,300,16,310
"2016-09-08T00:00:00",80,67,74,9,85,69,71,0,9,611,1859,"RA,BR","0.27","0.0","0",28.92,29.85,9.687,28,280,23,260
"2016-09-09T00:00:00",80,65,72,7.4,83,67,68,0,7,612,1857,"RA,FG,BR","0.04","0.0","0",29.03,29.95,3.399,13,190,10,140
"2016-09-10T00:00:00",73,58,66,1.7,82,61,64,0,1,613,1856,"RA,BR,HZ","0.22","0.0","0",28.9,29.83,10.744,39,270,32,260
"2016-09-11T00:00:00",72,53,62,-1.9,66,50,55,3,0,615,1854,"","0.00","0.0","0",29.21,30.17,4.309,12,310,9,260
"2016-09-12T00:00:00",76,54,65,1.5,64,52,58,0,0,616,1852,"","0.00","0.0","0",29.21,30.14,7.852,23,170,16,190
"2016-09-13T00:00:00",82,57,70,6.9,72,59,63,0,5,617,1850,"TS","0.00","0.0","0",29.13,30.06,7.442,27,100,16,230
"2016-09-14T00:00:00",73,56,64,1.3,70,53,58,1,0,618,1849,"RA","0.03","0.0","0",29.28,30.23,5.992,17,360,14,360
"2016-09-15T00:00:00",73,49,61,-1.3,67,49,54,4,0,619,1847,"","0.00","0.0","0",29.33,30.26,3.817,23,60,14,70
"2016-09-16T00:00:00",79,53,66,4.1,67,56,61,0,1,620,1845,"","0.00","0.0","0",29.15,30.06,9.44,21,180,16,150
"2016-09-17T00:00:00",78,64,71,9.5,83,64,66,0,6,621,1843,"RA,BR","0.64","0.0","0",28.98,29.9,8.589,20,220,16,250
"2016-09-18T00:00:00",78,57,68,6.9,77,59,62,0,3,622,1841,"BR","0.00","0.0","0",29.03,29.97,4.231,18,290,14,280
"2016-09-19T00:00:00",83,53,68,7.3,64,55,61,0,3,623,1840,"BR","0.00","0.0","0",29.1,30.03,6.196,21,200,17,200
"2016-09-20T00:00:00",82,57,70,9.7,60,54,61,0,5,624,1838,"RA","T","0.0","0",29.21,30.15,3.205,18,310,14,310
"2016-09-21T00:00:00",81,54,68,8.2,80,60,63,0,3,625,1836,"TS,RA,FG,BR","0.05","0.0","0",29.23,30.17,4.149,36,290,28,290
"2016-09-22T00:00:00",83,61,72,12.6,74,62,66,0,7,626,1834,"FG,BR","0.00","0.0","0",29.15,30.07,3.596,15,220,13,220
"2016-09-23T00:00:00",71,58,64,5,82,59,61,1,0,628,1832,"FG,BR,HZ","0.00","0.0","0",29.16,30.11,7.462,22,10,18,10
"2016-09-24T00:00:00",69,51,60,1.4,71,49,54,5,0,629,1831,"","0.00","0.0","0",29.29,30.24,6.706,18,60,14,60
"2016-09-25T00:00:00",75,49,62,3.9,62,49,55,3,0,630,1829,"","0.00","0.0","0",29.21,30.11,8.681,24,150,18,150
"2016-09-26T00:00:00",68,51,60,2.3,65,49,55,5,0,631,1827,"RA,BR","0.18","0.0","0",28.95,29.88,12.009,35,250,29,250
"2016-09-27T00:00:00",66,50,58,0.7,59,42,50,7,0,632,1825,"RA","T","0.0","0",28.84,29.77,12.358,36,250,28,260
"2016-09-28T00:00:00",66,48,57,0.1,77,49,52,8,0,633,1824,"RA","0.02","0.0","0",28.97,29.93,8.264,23,50,18,60
"2016-09-29T00:00:00",61,55,58,1.5,90,56,57,7,0,634,1822,"RA,BR","1.22","0.0","0",29.21,30.17,12.405,27,50,20,50
"2016-09-30T00:00:00",61,58,60,3.9,90,56,57,5,0,635,1820,"TS,RA,BR","0.45","0.0","0",29.23,30.16,10.283,22,40,17,20
"2016-10-01T00:00:00",68,50,59,3.3,85,54,56,6,0,636,1818,"TS,RA,BR","0.24","0.0","0",29.11,30.04,7.024,24,190,18,190
"2016-10-02T00:00:00",69,50,60,4.8,82,52,55,5,0,637,1817,"FG,BR,HZ","0.00","0.0","0",29.08,30.03,3.43,12,260,8,320
"2016-10-03T00:00:00",67,51,59,4.1,85,54,56,6,0,639,1815,"FG,BR","T","0.0","0",29.16,30.11,3.657,13,140,9,160
"2016-10-04T00:00:00",74,49,62,7.5,75,53,57,3,0,640,1813,"BR,HZ","0.00","0.0","0",29.21,30.15,8.174,22,150,17,120
"2016-10-05T00:00:00",80,60,70,15.9,77,59,62,0,5,641,1811,"TS,RA,FG,BR","0.62","0.0","0",29.13,30.05,9.943,43,260,33,260
"2016-10-06T00:00:00",79,56,68,14.3,82,62,64,0,3,642,1810,"RA,FG,BR","0.01","0.0","0",29.2,30.13,4.802,18,180,15,180
"2016-10-07T00:00:00",82,50,66,12.7,69,55,60,0,1,643,1808,"RA","T","0.0","0",29.12,30.06,12.36,32,280,25,270
"2016-10-08T00:00:00",58,41,50,-2.9,66,37,43,15,0,644,1806,"RA","0.00","0.0","0",29.25,30.22,9.239,29,270,24,270
"2016-10-09T00:00:00",61,37,49,-3.6,69,37,43,16,0,645,1805,"","0.00","0.0","0",29.41,30.38,2.464,16,350,12,20
"2016-10-10T00:00:00",64,37,50,-2.2,68,41,46,15,0,647,1803,"","0.00","0.0","0",29.44,30.39,6.197,16,150,13,150
"2016-10-11T00:00:00",71,51,61,9.1,62,47,53,4,0,648,1801,"","0.00","0.0","0",29.3,30.22,9.365,21,170,15,170
"2016-10-12T00:00:00",73,50,62,10.5,74,52,55,3,0,649,1800,"TS,RA,BR","0.44","0.0","0",29.05,29.99,11.214,44,240,30,240
"2016-10-13T00:00:00",57,38,48,-3.2,71,38,44,17,0,650,1758,"","0.00","0.0","0",29.28,30.25,6.307,22,320,16,320
"2016-10-14T00:00:00",62,34,48,-2.8,69,38,44,17,0,651,1756,"","0.00","0.0","0",29.36,30.3,5.473,18,160,14,150
"2016-10-15T00:00:00",70,46,58,7.5,75,51,55,7,0,653,1755,"BR","0.00","0.0","0",29.13,30.06,12.01,26,210,21,210
"2016-10-16T00:00:00",68,62,65,14.8,88,61,62,0,0,654,1753,"TS,RA,BR","1.01","0.0","0",29.02,29.93,8.058,30,210,24,210
"2016-10-17T00:00:00",77,63,70,20.2,76,62,65,0,5,655,1751,"RA,BR","T","0.0","0",28.82,29.7,12.369,34,210,25,190
"2016-10-18T00:00:00",77,51,64,14.5,70,58,62,1,0,656,1750,"","0.00","0.0","0",28.72,29.67,14.577,36,210,28,260
"2016-10-19T00:00:00",72,47,60,10.8,71,48,53,5,0,657,1748,"BR","0.01","0.0","0",29.13,30.08,3.332,21,230,13,290
"2016-10-20T00:00:00",56,49,52,3.1,80,48,51,13,0,659,1747,"RA","T","0.0","0",29.14,30.08,7.113,21,360,16,360
"2016-10-21T00:00:00",51,41,46,-2.6,65,35,41,19,0,700,1745,"","T","0.0","0",29.13,30.08,8.789,23,20,16,10
"2016-10-22T00:00:00",55,35,45,-3.2,67,35,41,20,0,701,1744,"","0.00","0.0","0",29.08,30.04,8.552,25,290,20,290
"2016-10-23T00:00:00",68,40,54,6.1,67,43,48,11,0,702,1742,"BR","0.00","0.0","0",28.98,29.93,7.017,24,360,17,20
"2016-10-24T00:00:00",55,36,46,-1.6,65,36,42,19,0,703,1741,"","0.00","0.0","0",29.29,30.28,8.64,23,320,17,300
"2016-10-25T00:00:00",54,31,42,-5.3,70,32,37,23,0,705,1739,"","0.00","0.0","0",29.48,30.45,2.713,17,310,13,290
"2016-10-26T00:00:00",40,34,37,-10,86,34,36,28,0,706,1738,"RA,BR","0.62","T","0",29.4,30.33,10.403,29,110,24,100
"2016-10-27T00:00:00",45,34,40,-6.7,87,38,40,25,0,707,1737,"RA,BR","0.15","0.0","0",29.16,30.14,6.371,19,350,14,330
"2016-10-28T00:00:00",58,31,44,-2.3,75,40,44,21,0,708,1735,"BR","0.00","0.0","0",29.24,30.17,9.508,28,210,22,200
"2016-10-29T00:00:00",70,54,62,16,76,55,58,3,0,710,1734,"BR","0.00","0.0","0",28.97,29.91,12.66,33,220,23,220
"2016-10-30T00:00:00",54,37,46,0.3,79,40,44,19,0,711,1732,"RA","0.10","0.0","0",29.17,30.14,6.272,18,350,14,360
"2016-10-31T00:00:00",54,30,42,-3.4,73,35,40,23,0,712,1731,"BR","0.00","0.0","0",29.23,30.17,7.666,23,150,17,150
"2016-11-01T00:00:00",77,48,62,17,66,52,NA,3,0,713,1730,"","T","0.0","0",29,NA,10.375,26,160,21,250
"2016-11-02T00:00:00",64,53,58,13.3,83,56,NA,7,0,715,1729,"TS,RA,FG,BR","1.35","0.0","0",29.18,NA,4.551,18,320,16,320
"2016-11-03T00:00:00",58,45,52,7.6,80,47,NA,13,0,716,1727,"RA,BR","0.20","0.0","0",29.21,NA,6.443,21,350,16,350
"2016-11-04T00:00:00",57,35,46,2,72,38,NA,19,0,717,1726,"BR","0.00","0.0","0",29.42,NA,5.682,15,280,13,280
"2016-11-05T00:00:00",67,40,54,10.3,69,43,NA,11,0,719,1725,"BR","0.00","0.0","0",29.35,NA,7.706,19,260,16,280
"2016-11-06T00:00:00",68,34,51,7.7,67,39,NA,14,0,720,1724,"FG,BR,HZ","0.00","0.0","0",29.41,NA,2.917,12,180,9,170
"2016-11-07T00:00:00",67,39,53,10.1,68,41,NA,12,0,721,1723,"FG,BR","0.00","0.0","0",29.39,NA,3.505,17,180,14,180
"2016-11-08T00:00:00",59,44,52,9.4,73,43,NA,13,0,722,1721,"RA","T","0.0","0",29.19,NA,10.156,27,340,20,250
"2016-11-09T00:00:00",56,40,48,5.8,59,34,NA,17,0,724,1720,"","0.00","0.0","0",29.26,NA,8.831,25,20,18,360
"2016-11-10T00:00:00",64,40,52,10.2,53,35,NA,13,0,725,1719,"","0.00","0.0","0",29.06,NA,14.826,37,240,29,250
"2016-11-11T00:00:00",54,31,42,0.6,54,29,NA,23,0,726,1718,"","0.00","0.0","0",29.21,NA,9.156,28,10,21,30
"2016-11-12T00:00:00",49,25,37,-4.1,63,26,NA,28,0,727,1717,"","0.00","0.0","0",29.43,NA,7.106,21,260,17,260
"2016-11-13T00:00:00",57,35,46,5.3,55,28,NA,19,0,729,1716,"","0.00","0.0","0",29.18,NA,13.24,27,220,21,230
"2016-11-14T00:00:00",58,39,48,7.7,59,33,NA,17,0,730,1715,"","0.00","0.0","0",29,NA,8.302,20,220,15,210
"2016-11-15T00:00:00",60,36,48,8.1,72,40,NA,17,0,731,1715,"BR,HZ","0.00","0.0","0",28.94,NA,5.114,23,290,17,280
"2016-11-16T00:00:00",57,35,46,6.5,75,40,NA,19,0,732,1714,"FG,BR,HZ","0.00","0.0","0",28.97,NA,3.917,15,260,13,250
"2016-11-17T00:00:00",65,35,50,10.9,70,42,NA,15,0,734,1713,"BR,HZ","0.00","0.0","0",29,NA,11.072,27,180,22,160
"2016-11-18T00:00:00",72,48,60,21.3,66,49,NA,5,0,735,1712,"TS,RA,BR","0.30","0.0","0",28.9,NA,13.907,44,210,33,220
"2016-11-19T00:00:00",48,31,40,1.8,71,27,NA,25,0,736,1711,"SN,UP,HZ","T","T","0",28.95,NA,19.23,39,310,29,310
"2016-11-20T00:00:00",32,28,30,-7.8,59,18,NA,35,0,737,1711,"","0.00","T","0",29.21,NA,14.719,32,320,24,300
"2016-11-21T00:00:00",38,24,31,-6.4,59,17,NA,34,0,739,1710,"","0.00","0.0","0",29.26,NA,9.845,26,320,20,320
"2016-11-22T00:00:00",40,20,30,-7,66,19,NA,35,0,740,1709,"","0.00","0.0","0",29.36,NA,3.275,12,20,9,20
"2016-11-23T00:00:00",38,25,32,-4.6,78,30,NA,33,0,741,1709,"RA,FZRA,BR,UP","0.50","T","0",29.22,NA,9.755,23,120,17,110
"2016-11-24T00:00:00",44,38,41,4.8,88,38,NA,24,0,742,1708,"RA,BR","0.05","0.0","0",29.11,NA,8.603,21,260,16,270
"2016-11-25T00:00:00",41,37,39,3.3,83,35,NA,26,0,743,1708,"RA,BR","0.04","0.0","0",29.27,NA,9.268,16,240,13,250
"2016-11-26T00:00:00",40,32,36,0.7,77,31,NA,29,0,744,1707,"","0.00","0.0","0",29.29,NA,8.386,22,260,17,260
"2016-11-27T00:00:00",46,30,38,3.1,81,32,NA,27,0,746,1707,"BR,HZ","0.00","0.0","0",29.15,NA,6.872,17,200,13,200
"2016-11-28T00:00:00",50,37,44,9.5,78,38,NA,21,0,747,1706,"RA,BR","0.49","0.0","0",28.78,NA,16.126,40,160,30,160
"2016-11-29T00:00:00",58,47,52,17.9,67,42,NA,13,0,748,1706,"TS,RA,HZ","0.23","0.0","0",28.58,NA,13.47,49,160,36,160
"2016-11-30T00:00:00",52,37,44,10.3,76,38,NA,21,0,749,1705,"BR","T","0.0","0",28.66,NA,9.818,30,250,24,250
"2016-12-01T00:00:00",42,35,38,4.7,82,33,36,27,0,750,1705,"RA,BR","0.01","T","0",28.77,29.76,12.789,27,210,20,250
"2016-12-02T00:00:00",39,35,37,4.1,72,28,33,28,0,751,1705,"RA","T","0.0","0",29.1,30.11,11.195,26,290,21,310
"2016-12-03T00:00:00",37,35,36,3.5,73,28,32,29,0,752,1705,"","T","T","0",29.33,30.31,6.229,15,260,13,270
"2016-12-04T00:00:00",37,32,34,1.9,77,27,32,31,0,753,1705,"SN,FG,BR","0.36","2.5","0",29.17,30.1,5.935,18,140,15,140
"2016-12-05T00:00:00",39,27,33,1.3,83,29,32,32,0,754,1704,"SN,BR","T","T","2",29.03,30.01,8.6,22,260,16,220
"2016-12-06T00:00:00",42,23,32,0.7,80,29,32,33,0,755,1704,"BR","0.00","0.0","T",28.9,29.85,9.24,29,260,23,250
"2016-12-07T00:00:00",38,30,34,3.1,62,21,29,31,0,756,1704,"","0.00","0.0","0",29.01,29.99,17.078,35,260,25,270
"2016-12-08T00:00:00",30,25,28,-2.6,75,19,24,37,0,757,1704,"SN,BR","0.04","1.0","0",29.19,30.14,16.657,34,250,26,260
"2016-12-09T00:00:00",30,23,26,-4.2,75,19,24,39,0,758,1704,"SN,BR","0.01","0.2","1",29.41,30.4,10.227,22,270,17,290
"2016-12-10T00:00:00",26,20,23,-6.9,78,17,21,42,0,759,1704,"SN,BR","0.04","1.1","1",29.46,30.44,8.637,21,260,17,260
"2016-12-11T00:00:00",30,22,26,-3.5,86,22,24,39,0,759,1704,"SN,FZFG,BR,FG","0.55","7.4","4",29.11,30.08,10.299,23,150,17,160
"2016-12-12T00:00:00",34,22,28,-1.2,76,23,27,37,0,800,1705,"SN,BR","0.04","T","10",28.91,29.94,13.843,33,260,26,260
"2016-12-13T00:00:00",27,9,18,-10.9,75,12,17,47,0,801,1705,"SN,BR,HZ","0.02","0.2","9",29.11,30.1,10.754,27,260,22,270
"2016-12-14T00:00:00",21,9,15,-13.5,72,8,13,50,0,802,1705,"SN,BR,UP,HZ","0.05","1.4","8",29.05,30.06,16.742,39,290,30,280
"2016-12-15T00:00:00",17,3,10,-18.2,68,0,7,55,0,803,1705,"SN,UP","T","T","7",29.24,30.29,11.297,32,270,28,260
"2016-12-16T00:00:00",18,7,12,-15.9,69,4,11,53,0,803,1706,"SN","0.20","1.6","5",29.26,30.2,9.389,20,140,17,140
"2016-12-17T00:00:00",26,16,21,-6.7,81,16,20,44,0,804,1706,"FZRA,SN,FZFG,BR,UP,HZ,FG","0.06","0.6","7",28.77,29.74,4.119,26,90,14,140
"2016-12-18T00:00:00",21,8,14,-13.4,71,8,14,51,0,804,1706,"SN,BR","T","T","6",29.21,30.29,8.071,21,340,16,340
"2016-12-19T00:00:00",14,8,11,-16.1,57,-1,9,54,0,805,1707,"SN","T","T","5",29.65,30.65,11.516,24,200,20,210
"2016-12-20T00:00:00",31,9,20,-6.8,49,5,17,45,0,806,1707,"","0.00","0.0","5",29.25,30.21,17.292,42,210,33,240
"2016-12-21T00:00:00",33,20,26,-0.6,75,20,25,39,0,806,1708,"BR,HZ","0.00","0.0","5",29.11,30.07,9.687,35,110,18,150
"2016-12-22T00:00:00",39,29,34,7.6,71,26,31,31,0,807,1708,"","0.00","0.0","5",29.15,30.17,11.044,22,260,18,260
"2016-12-23T00:00:00",36,27,32,5.9,75,25,29,33,0,807,1709,"RA,FZRA,BR,UP,HZ","0.08","T","4",29.28,30.23,9.575,24,150,15,220
"2016-12-24T00:00:00",38,34,36,10.1,83,31,33,29,0,807,1710,"RA,SN,BR,UP","0.07","T","4",29.18,30.19,7.327,17,190,15,190
"2016-12-25T00:00:00",36,33,34,8.3,80,29,32,31,0,808,1710,"RA,BR","0.05","0.0","3",29.48,30.45,12.049,29,140,22,110
"2016-12-26T00:00:00",55,34,44,18.5,79,38,42,21,0,808,1711,"RA,BR,UP","0.18","0.0","T",29.03,29.95,19.762,48,250,35,250
"2016-12-27T00:00:00",34,27,30,4.7,71,20,26,35,0,808,1712,"","0.00","T","0",29.05,30.04,16.54,44,270,33,270
"2016-12-28T00:00:00",39,26,32,6.9,66,22,29,33,0,809,1712,"","0.00","0.0","0",29.07,30,10.318,29,150,24,160
"2016-12-29T00:00:00",38,29,34,9.1,71,25,31,31,0,809,1713,"SN","T","0.1","0",28.75,29.72,16.732,37,260,29,270
"2016-12-30T00:00:00",30,26,28,3.2,64,17,25,37,0,809,1714,"SN","T","T","0",28.95,29.92,14.032,30,290,23,260
"2016-12-31T00:00:00",43,28,36,11.4,56,21,30,29,0,809,1715,"","0.00","0.0","0",28.7,29.66,16.377,35,240,26,250
