"dateYear","maxTemp","minTemp","avgTemp","tempDept","heatDays","coolDays","relHum","dewPoint","wetBulbTemp","sunrise","sunset","weatherType","precip","snow","snowDepth","stnPressure","seaPressure","windSpeed","windPeakSpeed","windPeakDir","windSusSpeed","windSusDir"
"06-30-2016",82,51,66,-5,0,1,47,46,56,504,2020,"","T","0.0","0",29.08,30,4.2,21,260,16,220
"07-01-2016",74,52,63,-8.1,2,0,65,52,57,504,2020,"RA,FG,BR","0.30","0.0","0",29.03,29.98,8.3,26,320,20,310
"07-02-2016",79,49,64,-7.2,1,0,56,47,55,505,2020,"","0.00","0.0","0",29.2,30.14,4,17,310,13,290
"07-03-2016",80,50,65,-6.3,0,0,51,48,57,505,2020,"","0.00","0.0","0",29.16,30.09,4.2,17,150,14,170
"07-04-2016",83,51,67,-4.4,0,2,59,55,61,506,2020,"","0.00","0.0","0",29.01,29.91,6.3,25,150,16,160
"07-05-2016",86,65,76,4.5,0,11,64,62,67,507,2019,"BR,HZ","0.00","0.0","0",28.95,29.87,7.8,24,290,20,260
"07-06-2016",88,67,78,6.5,0,13,63,62,67,507,2019,"","0.00","0.0","0",28.91,29.82,8.3,24,250,18,270
"07-07-2016",89,64,76,4.4,0,11,71,63,67,508,2019,"TS,RA,BR","0.42","0.0","0",28.92,29.82,4.6,32,270,26,300
"07-08-2016",90,66,78,6.4,0,13,69,64,68,509,2018,"TS,RA,FG,BR,HZ","0.73","0.0","0",28.87,29.78,8.6,63,270,48,280
"07-09-2016",80,62,71,-0.7,0,6,65,57,62,509,2018,"","0.00","0.0","0",28.97,29.92,8.5,23,300,18,300
"07-10-2016",83,56,70,-1.7,0,5,61,56,62,510,2017,"","0.00","0.0","0",29.11,30.04,2.3,16,270,12,300
"07-11-2016",86,63,74,2.3,0,9,62,62,67,511,2017,"RA","T","0.0","0",29.1,30,6.1,19,150,15,200
"07-12-2016",92,68,80,8.3,0,15,66,65,69,512,2016,"TS,RA,BR","0.27","0.0","0",28.97,29.88,12.3,48,300,36,300
"07-13-2016",87,69,78,6.3,0,13,76,68,71,512,2015,"TS,RA,BR","0.15","0.0","0",28.97,29.86,9.1,29,210,22,240
"07-14-2016",85,69,77,5.3,0,12,59,60,66,513,2015,"","0.00","0.0","0",28.88,29.8,14.1,35,260,28,240
"07-15-2016",77,62,70,-1.7,0,5,72,59,62,514,2014,"RA","T","0.0","0",29,29.95,8.6,21,290,16,290
"07-16-2016",77,56,66,-5.7,0,1,63,52,58,515,2013,"","0.00","0.0","0",29.18,30.11,4.4,14,270,10,290
"07-17-2016",87,53,70,-1.7,0,5,63,58,63,516,2013,"","0.00","0.0","0",29.12,30.04,12.4,36,180,30,190
"07-18-2016",86,66,76,4.3,0,11,58,60,67,517,2012,"","T","0.0","0",29.15,30.09,9.7,34,220,24,230
"07-19-2016",84,62,73,1.4,0,8,58,57,64,518,2011,"","T","0.0","0",29.28,30.21,5.6,19,10,14,10
"07-20-2016",91,62,76,4.4,0,11,54,59,66,519,2010,"","0.00","0.0","0",29.26,30.19,5.4,17,170,12,180
"07-21-2016",89,68,78,6.4,0,13,74,67,71,519,2009,"TS,RA,BR","0.41","0.0","0",29.15,30.03,10,40,320,30,300
"07-22-2016",91,73,82,10.5,0,17,65,68,73,520,2009,"","0.00","0.0","0",29.03,29.96,9.6,23,270,18,240
"07-23-2016",94,66,80,8.5,0,15,61,64,70,521,2008,"BR","0.00","0.0","0",29.05,29.97,3.5,15,140,12,140
"07-24-2016",87,70,78,6.5,0,13,79,70,73,522,2007,"TS,RA,BR","0.88","0.0","0",29,29.91,9.4,32,220,25,220
"07-25-2016",87,67,77,5.6,0,12,62,65,70,523,2006,"","0.00","0.0","0",29,29.93,8.9,22,270,17,270
"07-26-2016",87,61,74,2.6,0,9,64,62,67,524,2005,"","0.00","0.0","0",29.1,30.02,3.4,23,310,12,280
"07-27-2016",89,64,76,4.7,0,11,66,62,67,525,2004,"","0.00","0.0","0",29.07,29.98,4.9,32,360,24,360
"07-28-2016",86,63,74,2.7,0,9,73,63,67,526,2003,"TS,RA","0.04","0.0","0",29.01,29.92,5.5,29,350,21,350
"07-29-2016",79,64,72,0.8,0,7,69,60,64,527,2001,"RA","T","0.0","0",29.05,29.97,8.1,27,350,20,30
"07-30-2016",71,63,67,-4.2,0,2,84,62,64,528,2000,"TS,RA,BR","0.15","0.0","0",29.06,30,7.4,18,40,14,50
"07-31-2016",79,64,72,0.9,0,7,79,63,65,529,1959,"BR","0.00","0.0","0",29.1,30.03,4.9,15,320,12,20
"08-01-2016",84,59,72,0.9,0,7,66,59,64,530,1958,"BR","0.00","0.0","0",29.15,30.09,2.7,15,10,9,30
"08-02-2016",87,62,74,3,0,9,72,64,68,532,1957,"BR","0.00","0.0","0",29.16,30.09,2.9,12,50,10,70
"08-03-2016",92,64,78,7,0,13,60,63,68,533,1956,"","0.00","0.0","0",29.14,30.05,2.7,14,170,12,170
"08-04-2016",93,67,80,9.1,0,15,50,59,67,534,1954,"","0.00","0.0","0",29.07,29.97,5.7,20,230,14,180
"08-05-2016",90,66,78,7.1,0,13,62,64,69,535,1953,"","0.00","0.0","0",28.93,29.84,10.1,25,300,18,310
"08-06-2016",85,60,72,1.2,0,7,61,57,63,536,1952,"","0.00","0.0","0",29,29.93,5.3,19,270,13,290
"08-07-2016",83,59,71,0.3,0,6,59,55,61,537,1950,"","0.00","0.0","0",29.11,30.05,5,17,310,14,10
"08-08-2016",85,54,70,-0.7,0,5,57,53,60,538,1949,"","0.00","0.0","0",29.15,30.08,4.5,23,70,13,50
"08-09-2016",90,57,74,3.4,0,9,59,59,65,539,1948,"","0.00","0.0","0",29.1,30.02,3.7,21,250,15,220
"08-10-2016",93,63,78,7.5,0,13,58,62,68,540,1946,"","0.00","0.0","0",29.15,30.06,2.7,17,280,14,280
"08-11-2016",94,69,82,11.5,0,17,66,69,73,541,1945,"RA","T","0.0","0",29.06,29.95,8.5,24,250,21,250
"08-12-2016",91,74,82,11.6,0,17,82,72,74,542,1943,"TS,RA,BR","1.08","0.0","0",28.92,29.84,6.1,30,280,21,280
"08-13-2016",86,70,78,7.7,0,13,80,70,73,543,1942,"TS,RA,BR","0.88","0.0","0",28.87,29.79,10.4,27,250,22,260
"08-14-2016",83,66,74,3.8,0,9,75,65,68,544,1941,"FG,BR","0.00","0.0","0",29.08,30.02,3.6,14,250,10,260
"08-15-2016",82,63,72,1.9,0,7,78,65,68,545,1939,"RA,BR","1.34","0.0","0",29.18,30.11,3.8,18,140,15,150
"08-16-2016",83,69,76,6,0,11,77,66,69,547,1938,"RA,BR","1.76","0.0","0",29.05,29.97,9.2,23,190,18,210
"08-17-2016",84,66,75,5.1,0,10,78,65,68,548,1936,"TS,RA,BR","0.20","0.0","0",29.13,30.05,7.1,31,330,25,320
"08-18-2016",84,62,73,3.2,0,8,71,64,67,549,1934,"BR","0.00","0.0","0",29.13,30.04,4.6,15,220,12,200
"08-19-2016",82,68,75,5.3,0,10,75,66,69,550,1933,"BR","0.00","0.0","0",29,29.9,8,21,250,17,240
"08-20-2016",82,67,74,4.4,0,9,80,67,69,551,1931,"RA,BR","0.58","0.0","0",28.8,29.7,10.1,28,200,22,270
"08-21-2016",73,59,66,-3.4,0,1,75,57,61,552,1930,"","0.09","0.0","0",28.87,29.84,10.2,31,310,23,290
"08-22-2016",78,53,66,-3.3,0,1,65,53,58,553,1928,"","0.00","0.0","0",29.21,30.16,4.4,18,250,13,240
"08-23-2016",80,57,68,-1.1,0,3,64,56,62,554,1927,"","0.00","0.0","0",29.29,30.22,7,21,200,17,220
"08-24-2016",82,63,72,3.1,0,7,77,65,68,555,1925,"BR","T","0.0","0",29.11,30.02,10,26,180,21,190
"08-25-2016",83,63,73,4.2,0,8,78,67,69,556,1923,"TS,RA,BR","0.10","0.0","0",29.05,29.98,9.1,21,250,16,270
"08-26-2016",82,61,72,3.4,0,7,70,60,64,557,1922,"","0.00","0.0","0",29.18,30.13,4.1,20,270,14,260
"08-27-2016",78,62,70,1.6,0,5,85,65,66,558,1920,"TS,RA,BR","0.38","0.0","0",29.18,30.11,6.4,28,310,22,320
"08-28-2016",84,67,76,7.9,0,11,77,67,70,559,1918,"BR","0.00","0.0","0",29.23,30.17,4.9,21,280,13,290
"08-29-2016",85,61,73,5.1,0,8,74,64,67,601,1917,"BR,HZ","0.00","0.0","0",29.31,30.24,2.6,14,100,10,110
"08-30-2016",83,69,76,8.3,0,11,77,66,68,602,1915,"TS,RA,BR","0.05","0.0","0",29.2,30.11,5.5,18,260,15,270
"08-31-2016",77,61,69,1.6,0,4,72,61,65,603,1913,"TS,RA,BR,HZ","0.17","0.0","0",29.1,30.02,6.9,19,20,14,50
"09-01-2016",73,56,64,-3.2,1,0,71,54,58,604,1911,"","0.00","0.0","0",29.2,30.15,8,23,10,17,10
"09-02-2016",74,51,62,-4.9,3,0,70,52,57,605,1910,"","0.00","0.0","0",29.32,30.26,6.3,19,40,15,60
"09-03-2016",77,49,63,-3.6,2,0,72,53,57,606,1908,"","0.00","0.0","0",29.3,30.24,2.5,13,100,9,140
"09-04-2016",79,50,64,-2.3,1,0,68,55,59,607,1906,"FG,BR","0.00","0.0","0",29.29,30.23,4.2,16,130,13,210
"09-05-2016",85,60,72,6,0,7,65,61,66,608,1905,"","0.00","0.0","0",29.23,30.15,7.7,23,180,18,190
"09-06-2016",90,73,82,16.3,0,17,70,70,73,609,1903,"","0.00","0.0","0",29.15,30.05,10.6,23,240,20,210
"09-07-2016",86,70,78,12.7,0,13,82,71,73,610,1901,"TS,RA,BR","0.23","0.0","0",29.07,29.97,5.4,21,300,16,310
"09-08-2016",80,67,74,9,0,9,85,69,71,611,1859,"RA,BR","0.27","0.0","0",28.92,29.85,9.7,28,280,23,260
"09-09-2016",80,65,72,7.4,0,7,83,67,68,612,1857,"RA,FG,BR","0.04","0.0","0",29.03,29.95,3.4,13,190,10,140
"09-10-2016",73,58,66,1.7,0,1,82,61,64,613,1856,"RA,BR,HZ","0.22","0.0","0",28.9,29.83,10.7,39,270,32,260
"09-11-2016",72,53,62,-1.9,3,0,66,50,55,615,1854,"","0.00","0.0","0",29.21,30.17,4.3,12,310,9,260
"09-12-2016",76,54,65,1.5,0,0,64,52,58,616,1852,"","0.00","0.0","0",29.21,30.14,7.9,23,170,16,190
"09-13-2016",82,57,70,6.9,0,5,72,59,63,617,1850,"TS","0.00","0.0","0",29.13,30.06,7.4,27,100,16,230
"09-14-2016",73,56,64,1.3,1,0,70,53,58,618,1849,"RA","0.03","0.0","0",29.28,30.23,6,17,360,14,360
"09-15-2016",73,49,61,-1.3,4,0,67,49,54,619,1847,"","0.00","0.0","0",29.33,30.26,3.8,23,60,14,70
"09-16-2016",79,53,66,4.1,0,1,67,56,61,620,1845,"","0.00","0.0","0",29.15,30.06,9.4,21,180,16,150
"09-17-2016",78,64,71,9.5,0,6,83,64,66,621,1843,"RA,BR","0.64","0.0","0",28.98,29.9,8.6,20,220,16,250
"09-18-2016",78,57,68,6.9,0,3,77,59,62,622,1841,"BR","0.00","0.0","0",29.03,29.97,4.2,18,290,14,280
"09-19-2016",83,53,68,7.3,0,3,64,55,61,623,1840,"BR","0.00","0.0","0",29.1,30.03,6.2,21,200,17,200
"09-20-2016",82,57,70,9.7,0,5,60,54,61,624,1838,"RA","T","0.0","0",29.21,30.15,3.2,18,310,14,310
"09-21-2016",81,54,68,8.2,0,3,80,60,63,625,1836,"TS,RA,FG,BR","0.05","0.0","0",29.23,30.17,4.1,36,290,28,290
"09-22-2016",83,61,72,12.6,0,7,74,62,66,626,1834,"FG,BR","0.00","0.0","0",29.15,30.07,3.6,15,220,13,220
"09-23-2016",71,58,64,5,1,0,82,59,61,628,1832,"FG,BR,HZ","0.00","0.0","0",29.16,30.11,7.5,22,10,18,10
"09-24-2016",69,51,60,1.4,5,0,71,49,54,629,1831,"","0.00","0.0","0",29.29,30.24,6.7,18,60,14,60
"09-25-2016",75,49,62,3.9,3,0,62,49,55,630,1829,"","0.00","0.0","0",29.21,30.11,8.7,24,150,18,150
"09-26-2016",68,51,60,2.3,5,0,65,49,55,631,1827,"RA,BR","0.18","0.0","0",28.95,29.88,12,35,250,29,250
"09-27-2016",66,50,58,0.7,7,0,59,42,50,632,1825,"RA","T","0.0","0",28.84,29.77,12.4,36,250,28,260
"09-28-2016",66,48,57,0.1,8,0,77,49,52,633,1824,"RA","0.02","0.0","0",28.97,29.93,8.3,23,50,18,60
"09-29-2016",61,55,58,1.5,7,0,90,56,57,634,1822,"RA,BR","1.22","0.0","0",29.21,30.17,12.4,27,50,20,50
"09-30-2016",61,58,60,3.9,5,0,90,56,57,635,1820,"TS,RA,BR","0.45","0.0","0",29.23,30.16,10.3,22,40,17,20
"10-01-2016",68,50,59,3.3,6,0,85,54,56,636,1818,"TS,RA,BR","0.24","0.0","0",29.11,30.04,7,24,190,18,190
"10-02-2016",69,50,60,4.8,5,0,82,52,55,637,1817,"FG,BR,HZ","0.00","0.0","0",29.08,30.03,3.4,12,260,8,320
"10-03-2016",67,51,59,4.1,6,0,85,54,56,639,1815,"FG,BR","T","0.0","0",29.16,30.11,3.7,13,140,9,160
"10-04-2016",74,49,62,7.5,3,0,75,53,57,640,1813,"BR,HZ","0.00","0.0","0",29.21,30.15,8.2,22,150,17,120
"10-05-2016",80,60,70,15.9,0,5,77,59,62,641,1811,"TS,RA,FG,BR","0.62","0.0","0",29.13,30.05,9.9,43,260,33,260
"10-06-2016",79,56,68,14.3,0,3,82,62,64,642,1810,"RA,FG,BR","0.01","0.0","0",29.2,30.13,4.8,18,180,15,180
"10-07-2016",82,50,66,12.7,0,1,69,55,60,643,1808,"RA","T","0.0","0",29.12,30.06,12.4,32,280,25,270
"10-08-2016",58,41,50,-2.9,15,0,66,37,43,644,1806,"RA","0.00","0.0","0",29.25,30.22,9.2,29,270,24,270
"10-09-2016",61,37,49,-3.6,16,0,69,37,43,645,1805,"","0.00","0.0","0",29.41,30.38,2.5,16,350,12,20
"10-10-2016",64,37,50,-2.2,15,0,68,41,46,647,1803,"","0.00","0.0","0",29.44,30.39,6.2,16,150,13,150
"10-11-2016",71,51,61,9.1,4,0,62,47,53,648,1801,"","0.00","0.0","0",29.3,30.22,9.4,21,170,15,170
"10-12-2016",73,50,62,10.5,3,0,74,52,55,649,1800,"TS,RA,BR","0.44","0.0","0",29.05,29.99,11.2,44,240,30,240
"10-13-2016",57,38,48,-3.2,17,0,71,38,44,650,1758,"","0.00","0.0","0",29.28,30.25,6.3,22,320,16,320
"10-14-2016",62,34,48,-2.8,17,0,69,38,44,651,1756,"","0.00","0.0","0",29.36,30.3,5.5,18,160,14,150
"10-15-2016",70,46,58,7.5,7,0,75,51,55,653,1755,"BR","0.00","0.0","0",29.13,30.06,12,26,210,21,210
"10-16-2016",68,62,65,14.8,0,0,88,61,62,654,1753,"TS,RA,BR","1.01","0.0","0",29.02,29.93,8.1,30,210,24,210
"10-17-2016",77,63,70,20.2,0,5,76,62,65,655,1751,"RA,BR","T","0.0","0",28.82,29.7,12.4,34,210,25,190
"10-18-2016",77,51,64,14.5,1,0,70,58,62,656,1750,"","0.00","0.0","0",28.72,29.67,14.6,36,210,28,260
"10-19-2016",72,47,60,10.8,5,0,71,48,53,657,1748,"BR","0.01","0.0","0",29.13,30.08,3.3,21,230,13,290
"10-20-2016",56,49,52,3.1,13,0,80,48,51,659,1747,"RA","T","0.0","0",29.14,30.08,7.1,21,360,16,360
"10-21-2016",51,41,46,-2.6,19,0,65,35,41,700,1745,"","T","0.0","0",29.13,30.08,8.8,23,20,16,10
"10-22-2016",55,35,45,-3.2,20,0,67,35,41,701,1744,"","0.00","0.0","0",29.08,30.04,8.6,25,290,20,290
"10-23-2016",68,40,54,6.1,11,0,67,43,48,702,1742,"BR","0.00","0.0","0",28.98,29.93,7,24,360,17,20
"10-24-2016",55,36,46,-1.6,19,0,65,36,42,703,1741,"","0.00","0.0","0",29.29,30.28,8.6,23,320,17,300
"10-25-2016",54,31,42,-5.3,23,0,70,32,37,705,1739,"","0.00","0.0","0",29.48,30.45,2.7,17,310,13,290
"10-26-2016",40,34,37,-10,28,0,86,34,36,706,1738,"RA,BR","0.62","T","0",29.4,30.33,10.4,29,110,24,100
"10-27-2016",45,34,40,-6.7,25,0,87,38,40,707,1737,"RA,BR","0.15","0.0","0",29.16,30.14,6.4,19,350,14,330
"10-28-2016",58,31,44,-2.3,21,0,75,40,44,708,1735,"BR","0.00","0.0","0",29.24,30.17,9.5,28,210,22,200
"10-29-2016",70,54,62,16,3,0,76,55,58,710,1734,"BR","0.00","0.0","0",28.97,29.91,12.7,33,220,23,220
"10-30-2016",54,37,46,0.3,19,0,79,40,44,711,1732,"RA","0.10","0.0","0",29.17,30.14,6.3,18,350,14,360
"10-31-2016",54,30,42,-3.4,23,0,73,35,40,712,1731,"BR","0.00","0.0","0",29.23,30.17,7.7,23,150,17,150
"11-01-2016",77,48,62,17,3,0,66,52,NA,713,1730,"","T","0.0","0",29,NA,10.4,26,160,21,250
"11-02-2016",64,53,58,13.3,7,0,83,56,NA,715,1729,"TS,RA,FG,BR","1.35","0.0","0",29.18,NA,4.6,18,320,16,320
"11-03-2016",58,45,52,7.6,13,0,80,47,NA,716,1727,"RA,BR","0.20","0.0","0",29.21,NA,6.4,21,350,16,350
"11-04-2016",57,35,46,2,19,0,72,38,NA,717,1726,"BR","0.00","0.0","0",29.42,NA,5.7,15,280,13,280
"11-05-2016",67,40,54,10.3,11,0,69,43,NA,719,1725,"BR","0.00","0.0","0",29.35,NA,7.7,19,260,16,280
"11-06-2016",68,34,51,7.7,14,0,67,39,NA,720,1724,"FG,BR,HZ","0.00","0.0","0",29.41,NA,2.9,12,180,9,170
"11-07-2016",67,39,53,10.1,12,0,68,41,NA,721,1723,"FG,BR","0.00","0.0","0",29.39,NA,3.5,17,180,14,180
"11-08-2016",59,44,52,9.4,13,0,73,43,NA,722,1721,"RA","T","0.0","0",29.19,NA,10.2,27,340,20,250
"11-09-2016",56,40,48,5.8,17,0,59,34,NA,724,1720,"","0.00","0.0","0",29.26,NA,8.8,25,20,18,360
"11-10-2016",64,40,52,10.2,13,0,53,35,NA,725,1719,"","0.00","0.0","0",29.06,NA,14.8,37,240,29,250
"11-11-2016",54,31,42,0.6,23,0,54,29,NA,726,1718,"","0.00","0.0","0",29.21,NA,9.2,28,10,21,30
"11-12-2016",49,25,37,-4.1,28,0,63,26,NA,727,1717,"","0.00","0.0","0",29.43,NA,7.1,21,260,17,260
"11-13-2016",57,35,46,5.3,19,0,55,28,NA,729,1716,"","0.00","0.0","0",29.18,NA,13.2,27,220,21,230
"11-14-2016",58,39,48,7.7,17,0,59,33,NA,730,1715,"","0.00","0.0","0",29,NA,8.3,20,220,15,210
"11-15-2016",60,36,48,8.1,17,0,72,40,NA,731,1715,"BR,HZ","0.00","0.0","0",28.94,NA,5.1,23,290,17,280
"11-16-2016",57,35,46,6.5,19,0,75,40,NA,732,1714,"FG,BR,HZ","0.00","0.0","0",28.97,NA,3.9,15,260,13,250
"11-17-2016",65,35,50,10.9,15,0,70,42,NA,734,1713,"BR,HZ","0.00","0.0","0",29,NA,11.1,27,180,22,160
"11-18-2016",72,48,60,21.3,5,0,66,49,NA,735,1712,"TS,RA,BR","0.30","0.0","0",28.9,NA,13.9,44,210,33,220
"11-19-2016",48,31,40,1.8,25,0,71,27,NA,736,1711,"SN,UP,HZ","T","T","0",28.95,NA,19.2,39,310,29,310
"11-20-2016",32,28,30,-7.8,35,0,59,18,NA,737,1711,"","0.00","T","0",29.21,NA,14.7,32,320,24,300
"11-21-2016",38,24,31,-6.4,34,0,59,17,NA,739,1710,"","0.00","0.0","0",29.26,NA,9.8,26,320,20,320
"11-22-2016",40,20,30,-7,35,0,66,19,NA,740,1709,"","0.00","0.0","0",29.36,NA,3.3,12,20,9,20
"11-23-2016",38,25,32,-4.6,33,0,78,30,NA,741,1709,"RA,FZRA,BR,UP","0.50","T","0",29.22,NA,9.8,23,120,17,110
"11-24-2016",44,38,41,4.8,24,0,88,38,NA,742,1708,"RA,BR","0.05","0.0","0",29.11,NA,8.6,21,260,16,270
"11-25-2016",41,37,39,3.3,26,0,83,35,NA,743,1708,"RA,BR","0.04","0.0","0",29.27,NA,9.3,16,240,13,250
"11-26-2016",40,32,36,0.7,29,0,77,31,NA,744,1707,"","0.00","0.0","0",29.29,NA,8.4,22,260,17,260
"11-27-2016",46,30,38,3.1,27,0,81,32,NA,746,1707,"BR,HZ","0.00","0.0","0",29.15,NA,6.9,17,200,13,200
"11-28-2016",50,37,44,9.5,21,0,78,38,NA,747,1706,"RA,BR","0.49","0.0","0",28.78,NA,16.1,40,160,30,160
"11-29-2016",58,47,52,17.9,13,0,67,42,NA,748,1706,"TS,RA,HZ","0.23","0.0","0",28.58,NA,13.5,49,160,36,160
"11-30-2016",52,37,44,10.3,21,0,76,38,NA,749,1705,"BR","T","0.0","0",28.66,NA,9.8,30,250,24,250
"12-01-2016",42,35,38,4.7,27,0,82,33,36,750,1705,"RA,BR","0.01","T","0",28.77,29.76,12.8,27,210,20,250
"12-02-2016",39,35,37,4.1,28,0,72,28,33,751,1705,"RA","T","0.0","0",29.1,30.11,11.2,26,290,21,310
"12-03-2016",37,35,36,3.5,29,0,73,28,32,752,1705,"","T","T","0",29.33,30.31,6.2,15,260,13,270
"12-04-2016",37,32,34,1.9,31,0,77,27,32,753,1705,"SN,FG,BR","0.36","2.5","0",29.17,30.1,5.9,18,140,15,140
"12-05-2016",39,27,33,1.3,32,0,83,29,32,754,1704,"SN,BR","T","T","2",29.03,30.01,8.6,22,260,16,220
"12-06-2016",42,23,32,0.7,33,0,80,29,32,755,1704,"BR","0.00","0.0","T",28.9,29.85,9.2,29,260,23,250
"12-07-2016",38,30,34,3.1,31,0,62,21,29,756,1704,"","0.00","0.0","0",29.01,29.99,17.1,35,260,25,270
"12-08-2016",30,25,28,-2.6,37,0,75,19,24,757,1704,"SN,BR","0.04","1.0","0",29.19,30.14,16.7,34,250,26,260
"12-09-2016",30,23,26,-4.2,39,0,75,19,24,758,1704,"SN,BR","0.01","0.2","1",29.41,30.4,10.2,22,270,17,290
"12-10-2016",26,20,23,-6.9,42,0,78,17,21,759,1704,"SN,BR","0.04","1.1","1",29.46,30.44,8.6,21,260,17,260
"12-11-2016",30,22,26,-3.5,39,0,86,22,24,759,1704,"SN,FZFG,BR,FG","0.55","7.4","4",29.11,30.08,10.3,23,150,17,160
"12-12-2016",34,22,28,-1.2,37,0,76,23,27,800,1705,"SN,BR","0.04","T","10",28.91,29.94,13.8,33,260,26,260
"12-13-2016",27,9,18,-10.9,47,0,75,12,17,801,1705,"SN,BR,HZ","0.02","0.2","9",29.11,30.1,10.8,27,260,22,270
"12-14-2016",21,9,15,-13.5,50,0,72,8,13,802,1705,"SN,BR,UP,HZ","0.05","1.4","8",29.05,30.06,16.7,39,290,30,280
"12-15-2016",17,3,10,-18.2,55,0,68,0,7,803,1705,"SN,UP","T","T","7",29.24,30.29,11.3,32,270,28,260
"12-16-2016",18,7,12,-15.9,53,0,69,4,11,803,1706,"SN","0.20","1.6","5",29.26,30.2,9.4,20,140,17,140
"12-17-2016",26,16,21,-6.7,44,0,81,16,20,804,1706,"FZRA,SN,FZFG,BR,UP,HZ,FG","0.06","0.6","7",28.77,29.74,4.1,26,90,14,140
"12-18-2016",21,8,14,-13.4,51,0,71,8,14,804,1706,"SN,BR","T","T","6",29.21,30.29,8.1,21,340,16,340
"12-19-2016",14,8,11,-16.1,54,0,57,-1,9,805,1707,"SN","T","T","5",29.65,30.65,11.5,24,200,20,210
"12-20-2016",31,9,20,-6.8,45,0,49,5,17,806,1707,"","0.00","0.0","5",29.25,30.21,17.3,42,210,33,240
"12-21-2016",33,20,26,-0.6,39,0,75,20,25,806,1708,"BR,HZ","0.00","0.0","5",29.11,30.07,9.7,35,110,18,150
"12-22-2016",39,29,34,7.6,31,0,71,26,31,807,1708,"","0.00","0.0","5",29.15,30.17,11,22,260,18,260
"12-23-2016",36,27,32,5.9,33,0,75,25,29,807,1709,"RA,FZRA,BR,UP,HZ","0.08","T","4",29.28,30.23,9.6,24,150,15,220
"12-24-2016",38,34,36,10.1,29,0,83,31,33,807,1710,"RA,SN,BR,UP","0.07","T","4",29.18,30.19,7.3,17,190,15,190
"12-25-2016",36,33,34,8.3,31,0,80,29,32,808,1710,"RA,BR","0.05","0.0","3",29.48,30.45,12,29,140,22,110
"12-26-2016",55,34,44,18.5,21,0,79,38,42,808,1711,"RA,BR,UP","0.18","0.0","T",29.03,29.95,19.8,48,250,35,250
"12-27-2016",34,27,30,4.7,35,0,71,20,26,808,1712,"","0.00","T","0",29.05,30.04,16.5,44,270,33,270
"12-28-2016",39,26,32,6.9,33,0,66,22,29,809,1712,"","0.00","0.0","0",29.07,30,10.3,29,150,24,160
"12-29-2016",38,29,34,9.1,31,0,71,25,31,809,1713,"SN","T","0.1","0",28.75,29.72,16.7,37,260,29,270
"12-30-2016",30,26,28,3.2,37,0,64,17,25,809,1714,"SN","T","T","0",28.95,29.92,14,30,290,23,260
"12-31-2016",43,28,36,11.4,29,0,56,21,30,809,1715,"","0.00","0.0","0",28.7,29.66,16.4,35,240,26,250
